,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name,Reordered Captain's name respelled,Original Captain's name,Vessel name corrected,Original Vessel name
1612,Netherlands,,Jonge Adriaan,"Maarschalk, Ryeke", Ryeke Maarschalk,,,
1613,Netherlands,,Jonge Jan,"Gabion, Daniel", Daniel Gabion,,,
1614,Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan", Bastiaan Mugge,,,
1615,Netherlands,,Adriana Catharina,"Geleijnse, Pieter", Pieter Geleijnse,,,
1616,Netherlands,1718-12-26T00:00:00Z,Jager,"Genugten, Nicolaas van den", Nicolaas van den Genugten,,,
1617,Netherlands,,Jonge Christina,"Forsberg, Jan", Jan Forsberg,,,
1618,Netherlands,,Jonge Ruyter,"Ketelaar, Andries", Andries Ketelaar,,,
1619,Netherlands,,Twee Gezusters,"Bevers, Anthony", Anthony Bevers,,,
1620,Netherlands,,,"Janssen, Willem", Willem Janssen,,,
1621,Netherlands,,Bunnick,"Prince, Jacob de", Jacob de Prince,,,
1622,Netherlands,,Jacoba Galeij,"Cornelissen, Jan", Jan Cornelissen,,,
1623,Netherlands,,Johanna,"Croeff, Cornelis", Cornelis Croeff,,,
1624,Netherlands,,Johanna Arnoldina,"Rouleau, Daniel", Daniel Rouleau,,,
1625,Netherlands,,Jonge Jan,"Gabion, Daniel", Daniel Gabion,,,
1626,Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan", Bastiaan Mugge,,,
1627,Netherlands,,Oost India,"Deinout, Pieter", Pieter Deinout,,,
1628,Netherlands,,Vaderland Getrouw,"Moor, Jan de", Jan de Moor,,,
1629,Netherlands,,Eenhoorn,"Visser, Jasper", Jasper Visser,,,
1630,Netherlands,,Porto Prince,"Gibson, Willem", Willem Gibson,,,
1631,Netherlands,,Jonge Christina,"Forsberg, Jan", Jan Forsberg,,,
1632,Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan", Bastiaan Mugge,,,
1633,Netherlands,,Oost India,"Deinout, Pieter", Pieter Deinout,,,
1634,Netherlands,,Fortuyn,,,,,
1635,Netherlands,,Jonge Isaak,"Cornelissen, Jan", Jan Cornelissen,,,
1636,Netherlands,,Nieuwe Prins Eugenius,"Mugge, Bastiaan", Bastiaan Mugge,,,
1637,Netherlands,,Vaderland Getrouw,"Moor, Jan de", Jan de Moor,,,
1638,Netherlands,,Vrijheid,"Ketelaar, Andries", Andries Ketelaar,,,
1639,Netherlands,,Eenhoorn,"Visser, Jasper", Jasper Visser,,,
1640,Netherlands,,Oost India,"Deinout, Pieter", Pieter Deinout,,,
1641,Netherlands,,Westermeer,"Adriaansen, Joris", Joris Adriaansen,,,
1642,Netherlands,,Winthond,,,,,
1643,Netherlands,,Josua Galeij,"Doos, Josua van der", Josua van der Doos,,,
1644,Netherlands,,Oosterbeek,,,,,
1645,Netherlands,,Jonge Moor,"Donker, Jan", Jan Donker,,,
1646,Netherlands,,Middagten,"Sterk, Cornelis", Cornelis Sterk,,,
1647,Netherlands,,Hoop van Dordrecht,"Darem, Pieter", Pieter Darem,,,
1648,Netherlands,,Juan,"Jennings, Juan", Juan Jennings,,,
1649,Netherlands,,Enridice,Hanley,Hanley,,,
1650,Netherlands,,Susanna,"Lens, Christoffel", Christoffel Lens,,,
1651,Netherlands,,,"Boce, Gerardo Lacome", Gerardo Lacome Boce,,,
1652,Netherlands,,,,,,,
1653,Netherlands,,Jupiter,"Mol, Sijmon Sijmonsz", Sijmon Sijmonsz Mol,,,
1654,Netherlands,,Jupiter,"Jansz, Gijsbert", Gijsbert Jansz,,,
1655,Netherlands,,Maertin Van Roffen,"Johnson, Leonard", Leonard Johnson,,,
1656,Netherlands,,,,,,,
1657,Netherlands,1661-05-18T00:00:00Z,S Maarten van Rossen,"Jansen, Leendert", Leendert Jansen,,,
1658,Netherlands,,Koning Salomon,"Kop, Caspar Govertse", Caspar Govertse Kop,,,
1659,Netherlands,1659-05-22T00:00:00Z,S Jan,"Veer, Adriaen Blaes van der", Adriaen Blaes van der Veer,,,
1660,Netherlands,,Gideon,"Gilde, Sijmon Cornelisz", Sijmon Cornelisz Gilde,,,
1661,Netherlands,,Juffrouw Catharina,"Wilree, Jacob Dircksz", Jacob Dircksz Wilree,,,
1662,Netherlands,,,,,,,
1663,Netherlands,,S Jacob,"Toeloop, Jacob Jansz van", Jacob Jansz van Toeloop,,,
1664,Netherlands,,S Jacob,"Richardson, George", George Richardson,,,
1665,Netherlands,1809-03-27T00:00:00Z,Africaan,Aetjo,Aetjo,,,
1666,Netherlands,,,"Costa, Francisco da", Francisco da Costa,,,
1667,Netherlands,,,"Noel, Francisco", Francisco Noel,,,
1668,Netherlands,,Triton Gally,"Stephens, William", William Stephens,,,
1669,Netherlands,1709-03-29T00:00:00Z,Jacob,"Briand, Charles", Charles Briand,,,
1670,Netherlands,1709-03-29T00:00:00Z,Jacob,"Briand, Charles", Charles Briand,,,
1671,Netherlands,,Epaminondas,"Din Baas, Isaac", Isaac Din Baas,,,
1672,Netherlands,1658-11-03T00:00:00Z,Liefde,"Vos, Jacob Adriaensz", Jacob Adriaensz Vos,,,
1673,Netherlands,1658-11-03T00:00:00Z,Liefde,"Neef, Cornelis Sijmonsz", Cornelis Sijmonsz Neef,,,
1674,Netherlands,,,,,,,
1675,Netherlands,,Abrahams Offerhand (a) Sacrificio de A,"Walichsz, Outgert", Outgert Walichsz,,Abrahams Offerhand , Sacrificio de A
1676,Netherlands,,Abrahams Offerhand (a) Sacrificio de A,"Hart, Cornelis", Cornelis Hart,,Abrahams Offerhand , Sacrificio de A
1677,Netherlands,1660-05-17T00:00:00Z,Geboorte Christi (a) Santo Christo,"Vos, Jacob de", Jacob de Vos,,Geboorte Christi , Santo Christo
1678,Netherlands,1660-05-17T00:00:00Z,Geboorte Christi (a) Santo Christo,"Willemsz, Claes", Claes Willemsz,,Geboorte Christi , Santo Christo
1679,Netherlands,,S Jan Baptist (a) S Juan Bautista,"Voogt, Jan Sijmonsz", Jan Sijmonsz Voogt,,S Jan Baptist , S Juan Bautista
1680,Netherlands,,S Jan Baptist (a) S Juan Bautista,"Vries, Wouter Abrahamsz de", Wouter Abrahamsz de Vries,,S Jan Baptist , S Juan Bautista
1681,Netherlands,,Jonge Prins (a) Príncipe Mozo,,,,Jonge Prins , Príncipe Mozo
1682,Netherlands,,Profeet Daniel,"Billegas, Pedro Garcia do", Pedro Garcia do Billegas,,,
1683,Netherlands,1659-01-14T00:00:00Z,Hoop (a) Esperanza,"Jansz, Cornelis", Cornelis Jansz,,Hoop , Esperanza
1684,Netherlands,1659-01-14T00:00:00Z,Hoop (a) Esperanza,"Cleijnpenning, Govert Harmensz", Govert Harmensz Cleijnpenning,,Hoop , Esperanza
1685,Netherlands,1659-01-14T00:00:00Z,Hoop (a) Esperanza,"Pranger, Outgert Simonsz", Outgert Simonsz Pranger,,Hoop , Esperanza
1686,Netherlands,1660-01-29T00:00:00Z,S Jan Baptist (a) S Juan Bautista,"Voogt, Harmen", Harmen Voogt,,S Jan Baptist , S Juan Bautista
1687,Netherlands,1660-01-29T00:00:00Z,S Jan Baptist (a) S Juan Bautista,"Voogt, Jan Simonsz", Jan Simonsz Voogt,,S Jan Baptist , S Juan Bautista
1688,Netherlands,1660-01-29T00:00:00Z,S Jan Baptist (a) S Juan Bautista,"Hartman, Gerard", Gerard Hartman,,S Jan Baptist , S Juan Bautista
1689,Netherlands,,Paz,"Cuees, Silos", Silos Cuees,,,
1690,Netherlands,,Paz,"Gazen, Gilly", Gilly Gazen,,,
1691,Netherlands,,S João Baptista,"Salazar, João de", João de Salazar,,,
1692,Netherlands,,Naranjo,"Gaspar, Orlando", Orlando Gaspar,,,
1693,Netherlands,,Caballero,,,,,
1694,Netherlands,,Santa Luben,"Cornelio, Daniel", Daniel Cornelio,,,
1695,Netherlands,,Grote Africaan,"Hoven, Frederik Frederiksz van", Frederik Frederiksz van Hoven,,,
1696,Netherlands,,,,,,,
1697,Netherlands,,Posthoorn,,,,,
1698,Netherlands,,Camerling,,,,,
1699,Netherlands,,Abrahams Offerhand,,,,,
1700,Netherlands,,Asia,"Waterdrinker, Willem", Willem Waterdrinker,,,
1701,Netherlands,,Goude Tijger,"Hermans, Govert", Govert Hermans,,,
1702,Netherlands,,Verstoorde Leeuw,"Ronge, Ernst", Ernst Ronge,,,
1703,Netherlands,1674-08-26T00:00:00Z,Vergulde Arend (a),"Backer, Joris", Joris Backer,,Vergulde Arend ,
1704,Netherlands,,Eendracht (a) Goude Poort,"Leenderts, Cornelis", Cornelis Leenderts,,Eendracht , Goude Poort
1705,Netherlands,,Vergulde Zon,Wier,Wier,,,
1706,Netherlands,,Domburg,"Nap, Goke Lubberse", Goke Lubberse Nap,,,
1707,Netherlands,,Amphitrite,,,,,
1708,Netherlands,,Mariane,Fetem,Fetem,,,
1709,Netherlands,,Jonge Samuel,,,,,
1710,Netherlands,,Emden,"Valk, Berend de", Berend de Valk,,,
1711,Netherlands,,Huis te Merwede,,,,,
1712,Netherlands,,Luipaard,"Fredericksz, Claes", Claes Fredericksz,,,
1713,Netherlands,,Luipaard,"Fredericksz, Cornelis", Cornelis Fredericksz,,,
1714,Netherlands,,Luipaard,"Herrius, Hendrick", Hendrick Herrius,,,
1715,Netherlands,,,"Doensen, Jan", Jan Doensen,,,
1716,Netherlands,,Eendracht,,,,,
1717,Netherlands,,Tijdverdrijf,"Lapierre, Michel", Michel Lapierre,,,
1718,Netherlands,,Goude Poort,"Raes, Claes", Claes Raes,,,
1719,Netherlands,,Indiaan,"Sijmonsz, Pieter", Pieter Sijmonsz,,,
1720,Netherlands,,Indiaan,"Woutersz, Bartel", Bartel Woutersz,,,
1721,Netherlands,,Africa,"Robbertsz, Willem", Willem Robbertsz,,,
1722,Netherlands,,Zeelandia,"Tant, Foort Gillisz", Foort Gillisz Tant,,,
1723,Netherlands,,Juffrouw Aletta,"Arel, Jan van", Jan van Arel,,,
1724,Netherlands,,Susanna,"Jansz, Waling", Waling Jansz,,,
1725,Netherlands,,Profeet Samuel,"Boot, Jan Hendricksz", Jan Hendricksz Boot,,,
1726,Netherlands,1669-08-05T00:00:00Z,Haas,"Post, Theunis", Theunis Post,,,
1727,Netherlands,,Jager,,,,,
1728,Netherlands,,,"Janssen, Claes", Claes Janssen,,,
1729,Netherlands,1655-02-01T00:00:00Z,Vrede,"Barentsen, Herman", Herman Barentsen,,,
1730,Netherlands,,Eendracht,"Balck, Jan Jacobsz", Jan Jacobsz Balck,,,
1731,Netherlands,,Middelburg,"Henck, Pieter Pietersz", Pieter Pietersz Henck,,,
1732,Netherlands,,Amsterdam,"Dijck, Gerrit Jansz van", Gerrit Jansz van Dijck,,,
1733,Netherlands,,Zeven Gebroeders,"Diemense, Jan", Jan Diemense,,,
1734,Netherlands,,Vrede,"Klinckert, Dirck Jansz", Dirck Jansz Klinckert,,,
1735,Netherlands,,Rebecca,"Vos, Andries Claesz", Andries Claesz Vos,,,
1736,Netherlands,,Rotterdam,,,,,
1737,Netherlands,,S Jan,"Enst, Gerrit van", Gerrit van Enst,,,
1738,Netherlands,1670-12-04T00:00:00Z,Europa,"Claasz, Jochem", Jochem Claasz,,,
1739,Netherlands,,Fort Goeree,"Danser, Cornelis Jansz", Cornelis Jansz Danser,,,
1740,Netherlands,,America,"Harder, Hendrik de", Hendrik de Harder,,,
1741,Netherlands,,Alida,"Laurensz, Frederick", Frederick Laurensz,,,
1742,Netherlands,,Alida,"Slocker, Jacob Jansz", Jacob Jansz Slocker,,,
1743,Netherlands,,Zeelandia,"Tant, Foort G", Foort G Tant,,,
1744,Netherlands,,Zeelandia,"Blonckebijle, Philip Jan", Philip Jan Blonckebijle,,,
1745,Netherlands,,Asia,"Waterdrinker, Willem Sijbrantsz", Willem Sijbrantsz Waterdrinker,,,
1746,Netherlands,,Asia,"Pereboom, Dietmar Jansen", Dietmar Jansen Pereboom,,,
1747,Netherlands,1671-05-06T00:00:00Z,Prins van Oranje te Paard,"Rasiere, Laurens de", Laurens de Rasiere,,,
1748,Netherlands,1671-10-12T00:00:00Z,Goude Poort,"Raes, Claes", Claes Raes,,,
1749,Netherlands,,Zeven Gebroeders,"Diemense, Jan", Jan Diemense,,,
1750,Netherlands,1670-12-13T00:00:00Z,Hoop,"Waterdrinker, Willem", Willem Waterdrinker,,,
1751,Netherlands,1670-12-13T00:00:00Z,Hoop,"Buijs, Simon Gerritsz", Simon Gerritsz Buijs,,,
1752,Netherlands,,Anna,,,,,
1753,Netherlands,,Welkomst,"Dijck, Gerrit Jansz van", Gerrit Jansz van Dijck,,,
1754,Netherlands,,Zonnebloem,"Bloem, Cornelis Cornelisz", Cornelis Cornelisz Bloem,,,
1755,Netherlands,,Liefde,"Witteboom, Daniel", Daniel Witteboom,,,
1756,Netherlands,,Zwarte Arend,,,,,
1757,Netherlands,,Gerechtigheid (a) Justitie,"Dijk, Laurens Jansen van", Laurens Jansen van Dijk,,Gerechtigheid , Justitie
1758,Netherlands,,Goude Griffioen,"Turner, Ephraim", Ephraim Turner,,,
1759,Netherlands,,Eendracht,,,,,
1760,Netherlands,,Goude Tijger,"Ypen, Jan", Jan Ypen,,,
1761,Netherlands,,Tourneur,"Jaspersz, Joris", Joris Jaspersz,,,
1762,Netherlands,,Jager,,,,,
1763,Netherlands,,,,,,,
1764,Netherlands,,Rotterdam,"Groenevelt, Andries Thomasse", Andries Thomasse Groenevelt,,,
1765,Netherlands,,S Maria,"Raaven, Claas Pietersen", Claas Pietersen Raaven,,,
1766,Netherlands,,Poelwijk,"Berge, Cornelis", Cornelis Berge,,,
1767,Netherlands,,Vergulde Ree,"Zwan, Antony Aertsz", Antony Aertsz Zwan,,,
1768,Netherlands,1671-08-15T00:00:00Z,Amsterdam,"Dijck, Gerrit Jansz van", Gerrit Jansz van Dijck,,,
1769,Netherlands,1671-07-08T00:00:00Z,Aletta Maria,"Arel, Jan van", Jan van Arel,,,
1770,Netherlands,,Africa,"Harckesz, Pieter", Pieter Harckesz,,,
1771,Netherlands,,Beurs van Amsterdam,"Balck, Jacob Jansz", Jacob Jansz Balck,,,
1772,Netherlands,,Meiboom,"Jacobsz, Sicke", Sicke Jacobsz,,,
1773,Netherlands,1672-01-27T00:00:00Z,Visser,"Kempsen, Frans", Frans Kempsen,,,
1774,Netherlands,1672-01-27T00:00:00Z,Visser,"Steurman, Jan", Jan Steurman,,,
1775,Netherlands,1672-06-27T00:00:00Z,Gideon,"Gilde, Simon Cornelisz", Simon Cornelisz Gilde,,,
1776,Netherlands,,S Maria,"Keijser, Waling Jansz", Waling Jansz Keijser,,,
1777,Netherlands,,Eendracht,"Vos, Harmen Claesz de", Harmen Claesz de Vos,,,
1778,Netherlands,,Jonge Prins Willem,"Mulder, Jurriaan Thijssen", Jurriaan Thijssen Mulder,,,
1779,Netherlands,,Salamander,"Pieterse, Bastiaen", Bastiaen Pieterse,,,
1780,Netherlands,,Susanna,"Lens, Christoffel", Christoffel Lens,,,
1781,Netherlands,,Hoop,"Hart, Daniel de", Daniel de Hart,,,
1782,Netherlands,1672-05-14T00:00:00Z,Phenix,"Amelius, Pieter", Pieter Amelius,,,
1783,Netherlands,,Gerechtigheid (a) Justitie,"Dijk, Laurens Jansen van", Laurens Jansen van Dijk,,Gerechtigheid , Justitie
1784,Netherlands,,Asia,"Jansen, Jochem", Jochem Jansen,,,
1785,Netherlands,,Engel Gabriel,"Willekes, Thieleman", Thieleman Willekes,,,
1786,Netherlands,,Prins van Oranje te Paard,"Rasiere, Laurens de", Laurens de Rasiere,,,
1787,Netherlands,,Prins van Oranje te Paard,"Kock, Dirck", Dirck Kock,,,
1788,Netherlands,,Gekroonde Liefde,"Bos, Jan Cornelisz", Jan Cornelisz Bos,,,
1789,Netherlands,,Beurs van Amsterdam,"Balck, Jan Jansz", Jan Jansz Balck,,,
1790,Netherlands,,Nieuw Rotterdam,"Vos, Harmen Claesz de", Harmen Claesz de Vos,,,
1791,Netherlands,,S Andrea,,,,,
1792,Netherlands,,Morgenstar,"Claver, Jan Claasz", Jan Claasz Claver,,,
1793,Netherlands,1674-05-27T00:00:00Z,Asia,"Jansen, Jochem", Jochem Jansen,,,
1794,Netherlands,,Kasteel van Sluis,"Jasperse, Joris", Joris Jasperse,,,
1795,Netherlands,,Gekroonde Rad,"Gijsels, Arent", Arent Gijsels,,,
1796,Netherlands,1656-12-26T00:00:00Z,Eendracht,"Droog, Herman", Herman Droog,,,
1797,Netherlands,1658-02-22T00:00:00Z,Hasselt,"Moocker, Joost Hendrixsen", Joost Hendrixsen Moocker,,,
1798,Netherlands,,Zeelandia,"Doensen, Jan", Jan Doensen,,,
1799,Netherlands,,Melkmeid,,,,,
1800,Netherlands,,Goude Fortuin,"Adriaensz, Huijbrecht", Huijbrecht Adriaensz,,,
1801,Netherlands,,Kasteel Delmina (a) Groot Jems,,,,Kasteel Delmina , Groot Jems
1802,Netherlands,,Maria,,,,,
1803,Netherlands,,Goude Leeuw (a) Leona Dorada,"Doncker, Pieter Gerritsz", Pieter Gerritsz Doncker,,Goude Leeuw , Leona Dorada
1804,Netherlands,,Goude Leeuw (a) Leona Dorada,"Hendricksz, Abel", Abel Hendricksz,,Goude Leeuw , Leona Dorada
1805,Netherlands,,Jonge Prins,"Wels, Huijbrecht C", Huijbrecht C Wels,,,
1806,Netherlands,1657-11-03T00:00:00Z,Goude Peer,"Valq, Pieter Leendertsz", Pieter Leendertsz Valq,,,
1807,Netherlands,,Pauw,"Pestel, William", William Pestel,,,
1808,Netherlands,,,"Gardijn, Pieter du", Pieter du Gardijn,,,
1809,Netherlands,,Ouderkerk,"Vlaming, Gerrit de", Gerrit de Vlaming,,,
1810,Netherlands,,S Jansburg,"Vos, Theunis Adriaensz", Theunis Adriaensz Vos,,,
1811,Netherlands,1652-05-24T00:00:00Z,S Jacob,"Berg, Jacob Jansen van de (a) Japon", Jacob Jansen van de Berg,Japon,,
1812,Netherlands,1658-11-10T00:00:00Z,Maagd van Vlissingen,"Bouquet, Dingman", Dingman Bouquet,,,
1813,Netherlands,,Poelwijk,,,,,
1814,Netherlands,,Lammerenburg,"Verburg, Hendrik", Hendrik Verburg,,,
1815,Netherlands,,Zuiglam,"Bischop, Jansen", Jansen Bischop,,,
1816,Netherlands,,Maria,"Graef, Allard Cornelisz", Allard Cornelisz Graef,,,
1817,Netherlands,,Engel (a) Angel de Guarda,"Languillet, Paul", Paul Languillet,,Engel , Angel de Guarda
1818,Netherlands,,Bleeckertje,"Michielsz, Michiel", Michiel Michielsz,,,
1819,Netherlands,1661-05-18T00:00:00Z,Dolfijn,"Bouquet, Dingman", Dingman Bouquet,,,
1820,Netherlands,,Medea,"Juist, Cornelis Ewoutsz", Cornelis Ewoutsz Juist,,,
1821,Netherlands,,Braziliaanse Eendracht,"Cats, Dingman", Dingman Cats,,,
1822,Netherlands,,Braziliaanse Eendracht,"Nooteboom, Willem Joppen", Willem Joppen Nooteboom,,,
1823,Netherlands,1660-03-01T00:00:00Z,S Pieter,"Diemen, Gerrit Heussen van", Gerrit Heussen van Diemen,,,
1824,Netherlands,,Ruijter,"Blij, Jan Claesz", Jan Claesz Blij,,,
1825,Netherlands,,S Jacob,"Severijnsz, Harmen", Harmen Severijnsz,,,
1826,Netherlands,,S Jacob,"Gijsberti, Carlos (Jr)", Carlos (Jr) Gijsberti,,,
1827,Netherlands,,Zon (a) Royal Arms of England,"Jacobsz, Cornelis", Cornelis Jacobsz,,Zon , Royal Arms of England
1828,Netherlands,,Gideon,"Gilde, Simon Cornelisz", Simon Cornelisz Gilde,,,
1829,Netherlands,,Zeelandia,"Doensen, Jan", Jan Doensen,,,
1830,Netherlands,,Maria Charitas,"Cleijnpenning, Govert Harmensz", Govert Harmensz Cleijnpenning,,,
1831,Netherlands,,Ethiopia,"Jansen, Adriaan", Adriaan Jansen,,,
1832,Netherlands,,Vrede,"Raes, Claes", Claes Raes,,,
1833,Netherlands,,Vergulde Bever,"Michielsz, Michiel", Michiel Michielsz,,,
1834,Netherlands,,Vergulde Bever,"Harcksz, Dirck", Dirck Harcksz,,,
1835,Netherlands,,Gideon,"Gilde, Sijmon Cornelisz", Sijmon Cornelisz Gilde,,,
1836,Netherlands,,S Maria,"Claesz, Andries", Andries Claesz,,,
1837,Netherlands,,Vergulde Son,"Plough, Simon Jansz", Simon Jansz Plough,,,
1838,Netherlands,,Zwarte Arend,"Lonck, Pieter", Pieter Lonck,,,
1839,Netherlands,,Bassenburg,"Pieterse, Bastiaen", Bastiaen Pieterse,,,
1840,Netherlands,,Fortuijn,"Hendricksz, Hendrick", Hendrick Hendricksz,,,
1841,Netherlands,,S Maria,"Onkruijt, Gerrit Tijmensz", Gerrit Tijmensz Onkruijt,,,
1842,Netherlands,,Zeelandia,"Doensen, Jan", Jan Doensen,,,
1843,Netherlands,,Catharina,"Wilree, Jacob Dircksz", Jacob Dircksz Wilree,,,
1844,Netherlands,1663-09-13T00:00:00Z,Gele Zon,"Stoffelsen, Willem Jan", Willem Jan Stoffelsen,,,
1845,Netherlands,,Juffrouw Catharina,"Dromcap, Cornelis", Cornelis Dromcap,,,
1846,Netherlands,,Liefde,"Goijer, Adriaen Claesz", Adriaen Claesz Goijer,,,
1847,Netherlands,,Liefde,"Rasiere, Laurens de", Laurens de Rasiere,,,
1848,Netherlands,,Moor,"Moor, Gijsbert de", Gijsbert de Moor,,,
1849,Netherlands,,Bassenburg,"Pieterse, Bastiaen", Bastiaen Pieterse,,,
1850,Netherlands,1664-04-18T00:00:00Z,Walcheren,"Ens, Jacob Jansen", Jacob Jansen Ens,,,
1851,Netherlands,,Eendracht,"Vertoolen, Andries Cornelisz", Andries Cornelisz Vertoolen,,,
1852,Netherlands,,Diamant,"Raes, Claes", Claes Raes,,,
1853,Netherlands,,Twee Gezusters,,,,,
1854,Netherlands,,Vos,"Schaap, Isaac Gerritse", Isaac Gerritse Schaap,,,
1855,Netherlands,,Catharina,"Dromcap, Cornelis", Cornelis Dromcap,,,
1856,Netherlands,,Gerechtigheid,"Goijer, Adriaen Claesz", Adriaen Claesz Goijer,,,
1857,Netherlands,,Prins van Oranje te Paard,"Rasiere, Laurens de", Laurens de Rasiere,,,
1858,Netherlands,,S Jan Baptist,"Voogt, Jan Sijmonsz", Jan Sijmonsz Voogt,,,
1859,Netherlands,,Abrahams Offerhand,,,,,
1860,Netherlands,,Jupiter,"Schenking, Marcus", Marcus Schenking,,,
1861,Netherlands,,Fortuijn,"Wenninck, Dirck Jansz", Dirck Jansz Wenninck,,,
1862,Netherlands,,Catharina,"Lens, Christoffel", Christoffel Lens,,,
1863,Netherlands,,Leonora,"Wilree, Jacob Dircksz", Jacob Dircksz Wilree,,,
1864,Netherlands,,Leonora,"Klinckert, Dirck Jansz", Dirck Jansz Klinckert,,,
1865,Netherlands,,Zeelandia,"Doensen, Jan", Jan Doensen,,,
1866,Netherlands,,Goude Luipaard (a) Goude Tijger,"Slot, Laurens Jacobsz van", Laurens Jacobsz van Slot,,Goude Luipaard , Goude Tijger
1867,Netherlands,,Willem de Derde,"Bischop, Jacob", Jacob Bischop,,,
1868,Netherlands,,Maria,"Keijser, Jacob", Jacob Keijser,,,
1869,Netherlands,,Agatha,"Sijmonsz, Pieter", Pieter Sijmonsz,,,
1870,Netherlands,,Zeven Gebroeders,"Diemense, Jan", Jan Diemense,,,
1871,Netherlands,,Grote Diamant,"Doppeljock, Claes", Claes Doppeljock,,,
1872,Netherlands,,Eendracht,"Minne, Jan", Jan Minne,,,
1873,Netherlands,,Blinde Fortuin,"Roos, Jan Michelsen", Jan Michelsen Roos,,,
1874,Netherlands,,Vergulde Posthoorn,"Schaap, Isaack Gerritsz", Isaack Gerritsz Schaap,,,
1875,Netherlands,1668-11-10T00:00:00Z,S Jan,"Vonk, Gerrit", Gerrit Vonk,,,
1876,Netherlands,,S Maria,"Roem, Volckert Claesz", Volckert Claesz Roem,,,
1877,Netherlands,,Wilde Vrouw,"Terbeeck, Johannes", Johannes Terbeeck,,,
1878,Netherlands,,Vreede,"Breijhaen, Hendrick Jansz", Hendrick Jansz Breijhaen,,,
1879,Netherlands,,Revengie (a) Blinde Ezel,"Pieterse, Bastiaen", Bastiaen Pieterse,,Revengie , Blinde Ezel
1880,Netherlands,,Abrahams Offerhand,"Strijt, Joris Sijmonsz", Joris Sijmonsz Strijt,,,
1881,Netherlands,,Fortuin,"Depontus, Juan Henriques", Juan Henriques Depontus,,,
1882,Netherlands,,Eenhoorn,"Depontus, Joost Hendricksz", Joost Hendricksz Depontus,,,
1883,Netherlands,,Two Friends,Mackintosh,Mackintosh,,,
1884,Netherlands,,Aartshertogin Maria Christina,,,,,
1885,Netherlands,,Nieuwe Claverblad,"Klooster, Jan van de", Jan van de Klooster,,,
1886,Netherlands,,,"Dames, Adriaan", Adriaan Dames,,,
1887,Netherlands,,Europa,"Roggestaert, J", J Roggestaert,,,
1888,Netherlands,,Catharina,"Grassilie, Jan (a) John Grazillier", Jan Grassilie,John Grazillier,,
1889,Netherlands,,Rode Leeuw (a) Røde Løwe,"Bogaart, Adriaan", Adriaan Bogaart,,Rode Leeuw , Røde Løwe
1890,Netherlands,,Rode Leeuw (a) Røde Løwe,"Freth, Hubert", Hubert Freth,,Rode Leeuw , Røde Løwe
1891,Netherlands,,America,"Nijse, David de", David de Nijse,,,
1892,Netherlands,,Prins Eugenius (a) Prince Eugene,"Schelstraate, Abraham", Abraham Schelstraate,,Prins Eugenius , Prince Eugene
1893,Netherlands,,Prins Eugenius (a) Prince Eugene,"Varene, Anthony", Anthony Varene,,Prins Eugenius , Prince Eugene
1894,Netherlands,,America,"Nijse, David de", David de Nijse,,,
1895,Netherlands,,Gouden Leeuw,"Jochems, Samuel", Samuel Jochems,,,
1896,Netherlands,,Nieuwe Prins Eugenius (a) New Prince Eugene,"Mugge, Bastiaan", Bastiaan Mugge,,Nieuwe Prins Eugenius , New Prince Eugene
1897,Netherlands,,Popkensburg,"Huijssen, Cornelis", Cornelis Huijssen,,,
1898,Netherlands,,Laarburg Galley,,,,,
1899,Netherlands,,Grevinden af Laurvigen,"Maarschalk, Cornelis (a) Marechal", Cornelis Maarschalk,Marechal,,
1900,Netherlands,,Jager (a) Hunter,"Witte, Hendrik de", Hendrik de Witte,,Jager , Hunter
1901,Netherlands,,Vaderland Getrouw,"Moor, Jan de", Jan de Moor,,,
1902,Netherlands,,Gouden Appel,"Vallé, Jacob (a) Volle", Jacob Vallé,Volle,,
1903,Netherlands,,Braambosch,"Vergouw, Jan", Jan Vergouw,,,
1904,Netherlands,,,"Broeke, Abraham van de", Abraham van de Broeke,,,
1905,Netherlands,,Jonge Mathijs,"Janssen, Carel", Carel Janssen,,,
1906,Netherlands,,Elisabeth Catharina,"Eversen, Huybrecht", Huybrecht Eversen,,,
1907,Netherlands,,,,,,,
1908,Netherlands,,Rode Leeuw (a) Røde Løwe,,,,Rode Leeuw , Røde Løwe
